xflr5 v6.59

Plane name :        Volde h = 1.4
Polar name :        T1-55.6 m/s-VLM1-0.0kg-x0.0m
Freestream speed :  55.600 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    4.200     0.000   0.771923   0.017313   0.006941   0.024254  -0.000000  -0.000000  -2.658644  -0.000000   0.000000   55.6000     2.5800
    4.400     0.000   0.789708   0.018118   0.007180   0.025298  -0.000000  -0.000000  -2.719083   0.000000   0.000000   55.6000     2.5777
    4.600     0.000   0.807476   0.018939   0.007418   0.026357  -0.000000  -0.000000  -2.779531   0.000000   0.000000   55.6000     2.5754
    4.800     0.000   0.825227   0.019779   0.007651   0.027429  -0.000000   0.000000  -2.839991   0.000000   0.000000   55.6000     2.5733
    5.000     0.000   0.842960   0.020635   0.007882   0.028517  -0.000000  -0.000000  -2.900460   0.000000   0.000000   55.6000     2.5712
    5.200     0.000   0.860675   0.021508   0.008113   0.029621  -0.000000   0.000000  -2.960933   0.000000   0.000000   55.6000     2.5693
    5.400     0.000   0.878373   0.022399   0.008351   0.030750  -0.000000  -0.000000  -3.021408   0.000000   0.000000   55.6000     2.5675
    5.600     0.000   0.896051   0.023306   0.008580   0.031886  -0.000000   0.000000  -3.081893  -0.000000   0.000000   55.6000     2.5658
    5.800     0.000   0.913710   0.024230   0.008794   0.033025  -0.000000  -0.000000  -3.142383   0.000000   0.000000   55.6000     2.5641
    6.000     0.000   0.931350   0.025171   0.008994   0.034165  -0.000000  -0.000000  -3.202872   0.000000   0.000000   55.6000     2.5626
    6.200     0.000   0.948970   0.026129   0.009185   0.035314  -0.000000  -0.000000  -3.263357   0.000000   0.000000   55.6000     2.5611
    6.400     0.000   0.966570   0.027103   0.009374   0.036477  -0.000000  -0.000000  -3.323831   0.000000   0.000000   55.6000     2.5597
    6.600     0.000   0.984148   0.028094   0.009553   0.037646  -0.000000  -0.000000  -3.384294   0.000000   0.000000   55.6000     2.5584
    6.800     0.000   1.001706   0.029100   0.009739   0.038839  -0.000000  -0.000000  -3.444743   0.000000   0.000000   55.6000     2.5572
    7.000     0.000   1.019243   0.030123   0.009915   0.040039  -0.000000  -0.000000  -3.505172   0.000000   0.000000   55.6000     2.5560
    7.200     0.000   1.036757   0.031163   0.010101   0.041264  -0.000000  -0.000000  -3.565576   0.000000   0.000000   55.6000     2.5549
    7.400     0.000   1.054249   0.032218   0.010292   0.042510  -0.000000  -0.000000  -3.625948   0.000000   0.000000   55.6000     2.5538
    7.600     0.000   1.071719   0.033289   0.010492   0.043781  -0.000000  -0.000000  -3.686288   0.000000   0.000000   55.6000     2.5528
    7.800     0.000   1.089166   0.034376   0.010688   0.045064  -0.000000  -0.000000  -3.746599   0.000000   0.000000   55.6000     2.5519
    8.000     0.000   1.106589   0.035478   0.010887   0.046365  -0.000000   0.000000  -3.806872   0.000000   0.000000   55.6000     2.5510
    8.200     0.000   1.123988   0.036596   0.011083   0.047679  -0.000000  -0.000000  -3.867114   0.000000   0.000000   55.6000     2.5501
    8.400     0.000   1.141363   0.037729   0.011270   0.049000  -0.000000   0.000000  -3.927313   0.000000   0.000000   55.6000     2.5493
    8.600     0.000   1.158714   0.038878   0.011468   0.050346  -0.000000  -0.000000  -3.987465   0.000000   0.000000   55.6000     2.5486
    8.800     0.000   1.176040   0.040042   0.011678   0.051720  -0.000000  -0.000000  -4.047573   0.000000   0.000000   55.6000     2.5479
    9.000     0.000   1.193341   0.041220   0.011887   0.053107  -0.000000  -0.000000  -4.107627   0.000000   0.000000   55.6000     2.5472
    9.200     0.000   1.210616   0.042414   0.012097   0.054511  -0.000000  -0.000000  -4.167625   0.000000   0.000000   55.6000     2.5466
    9.400     0.000   1.227865   0.043623   0.012318   0.055941  -0.000000  -0.000000  -4.227566   0.000000   0.000000   55.6000     2.5460
    9.600     0.000   1.245087   0.044846   0.012564   0.057409  -0.000000   0.000000  -4.287443   0.000000   0.000000   55.6000     2.5455
    9.800     0.000   1.262283   0.046083   0.012822   0.058905  -0.000000  -0.000000  -4.347257   0.000000   0.000000   55.6000     2.5450
   10.000     0.000   1.279452   0.047335   0.013073   0.060408  -0.000000   0.000000  -4.407002   0.000000   0.000000   55.6000     2.5445
   10.200     0.000   1.296593   0.048601   0.013334   0.061935  -0.000000  -0.000000  -4.466674   0.000000   0.000000   55.6000     2.5441
   10.400     0.000   1.313706   0.049881   0.013608   0.063489  -0.000000  -0.000000  -4.526277   0.000000   0.000000   55.6000     2.5437
   10.600     0.000   1.330791   0.051175   0.013910   0.065085  -0.000000  -0.000000  -4.585801   0.000000   0.000000   55.6000     2.5434
   10.800     0.000   1.347848   0.052483   0.014241   0.066724  -0.000000  -0.000000  -4.645247   0.000000   0.000000   55.6000     2.5431
   11.000     0.000   1.364875   0.053805   0.014562   0.068367  -0.000000   0.000000  -4.704614   0.000000   0.000000   55.6000     2.5428
   11.200     0.000   1.381874   0.055140   0.014887   0.070027  -0.000000  -0.000000  -4.763895   0.000000   0.000000   55.6000     2.5425
   11.400     0.000   1.398842   0.056488   0.015232   0.071720  -0.000000  -0.000000  -4.823088   0.000000   0.000000   55.6000     2.5423
   11.600     0.000   1.415781   0.057850   0.015602   0.073451  -0.000000  -0.000000  -4.882191   0.000000   0.000000   55.6000     2.5421
   11.800     0.000   1.432690   0.059224   0.016003   0.075228  -0.000000  -0.000000  -4.941208   0.000000   0.000000   55.6000     2.5419
   12.000     0.000   1.449567   0.060612   0.016417   0.077028  -0.000000  -0.000000  -5.000131   0.000000   0.000000   55.6000     2.5417
   12.200     0.000   1.466414   0.062012   0.016825   0.078837  -0.000000  -0.000000  -5.058955   0.000000   0.000000   55.6000     2.5416
   12.400     0.000   1.483229   0.063425   0.017264   0.080689  -0.000000  -0.000000  -5.117679   0.000000   0.000000   55.6000     2.5415
   12.600     0.000   1.500013   0.064850   0.017761   0.082611  -0.000000  -0.000000  -5.176300   0.000000   0.000000   55.6000     2.5415
   12.800     0.000   1.516764   0.066287   0.018294   0.084581  -0.000000  -0.000000  -5.234817   0.000000   0.000000   55.6000     2.5414
   13.000     0.000   1.533483   0.067737   0.018820   0.086557  -0.000000   0.000000  -5.293229   0.000000   0.000000   55.6000     2.5414
   13.200     0.000   1.550169   0.069198   0.019417   0.088615  -0.000000  -0.000000  -5.351534   0.000000   0.000000   55.6000     2.5414
   13.400     0.000   1.566823   0.070671   0.020066   0.090737  -0.000000  -0.000000  -5.409729   0.000000   0.000000   55.6000     2.5414
   13.600     0.000   1.583442   0.072156   0.020810   0.092966  -0.000000  -0.000000  -5.467813   0.000000   0.000000   55.6000     2.5415
   13.800     0.000   1.600028   0.073652   0.021636   0.095288  -0.000000   0.000000  -5.525782   0.000000   0.000000   55.6000     2.5415
   14.000     0.000   1.616580   0.075160   0.022625   0.097785  -0.000000  -0.000000  -5.583638   0.000000   0.000000   55.6000     2.5416
   14.200     0.000   1.633098   0.076678   0.023675   0.100353  -0.000000  -0.000000  -5.641377   0.000000   0.000000   55.6000     2.5417
   14.400     0.000   1.649581   0.078208   0.024960   0.103167  -0.000000  -0.000000  -5.699007   0.000000   0.000000   55.6000     2.5419


