xflr5 v6.59

Plane name :        Volde h = 1
Polar name :        T1-55.6 m/s-VLM1-0.0kg-x0.0m
Freestream speed :  55.600 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    0.800     0.000   0.463828   0.006531   0.005047   0.011577  -0.000000  -0.000000  -1.606432   0.000000   0.000000   55.6000     2.6302
    1.000     0.000   0.481700   0.007042   0.005066   0.012108  -0.000000  -0.000000  -1.664902   0.000000   0.000000   55.6000     2.6231
    1.200     0.000   0.499562   0.007572   0.005087   0.012659  -0.000000  -0.000000  -1.723400   0.000000   0.000000   55.6000     2.6164
    1.400     0.000   0.517414   0.008121   0.005109   0.013230  -0.000000  -0.000000  -1.781921   0.000000   0.000000   55.6000     2.6103
    1.600     0.000   0.535255   0.008689   0.005142   0.013831  -0.000000  -0.000000  -1.840464   0.000000   0.000000   55.6000     2.6046
    1.800     0.000   0.553085   0.009275   0.005176   0.014452  -0.000000  -0.000000  -1.899027   0.000000   0.000000   55.6000     2.5993
    2.000     0.000   0.570904   0.009881   0.005221   0.015102  -0.000000  -0.000000  -1.957605   0.000000   0.000000   55.6000     2.5943
    2.200     0.000   0.588710   0.010505   0.005281   0.015786  -0.000000  -0.000000  -2.016197   0.000000   0.000000   55.6000     2.5897
    2.400     0.000   0.606504   0.011148   0.005374   0.016522  -0.000000  -0.000000  -2.074799   0.000000   0.000000   55.6000     2.5853
    2.600     0.000   0.624285   0.011809   0.005498   0.017308  -0.000000  -0.000000  -2.133406   0.000000   0.000000   55.6000     2.5812
    2.800     0.000   0.642054   0.012489   0.005640   0.018129  -0.000000  -0.000000  -2.192022   0.000000   0.000000   55.6000     2.5774
    3.000     0.000   0.659808   0.013188   0.005789   0.018977  -0.000000  -0.000000  -2.250637   0.000000   0.000000   55.6000     2.5738
    3.200     0.000   0.677549   0.013904   0.005945   0.019850  -0.000000  -0.000000  -2.309249   0.000000   0.000000   55.6000     2.5704
    3.400     0.000   0.695275   0.014640   0.006110   0.020750  -0.000000  -0.000000  -2.367857   0.000000   0.000000   55.6000     2.5672
    3.600     0.000   0.712986   0.015393   0.006285   0.021678  -0.000000  -0.000000  -2.426455   0.000000   0.000000   55.6000     2.5642
    3.800     0.000   0.730683   0.016164   0.006465   0.022629  -0.000000  -0.000000  -2.485037   0.000000   0.000000   55.6000     2.5614
    4.000     0.000   0.748363   0.016954   0.006653   0.023607  -0.000000  -0.000000  -2.543591   0.000000   0.000000   55.6000     2.5587
    4.200     0.000   0.766028   0.017762   0.006862   0.024624  -0.000000  -0.000000  -2.602112   0.000000   0.000000   55.6000     2.5562
    4.400     0.000   0.783676   0.018587   0.007088   0.025675  -0.000000  -0.000000  -2.660603   0.000000   0.000000   55.6000     2.5538
    4.600     0.000   0.801307   0.019430   0.007319   0.026749  -0.000000  -0.000000  -2.719069   0.000000   0.000000   55.6000     2.5515
    4.800     0.000   0.818921   0.020292   0.007549   0.027840  -0.000000  -0.000000  -2.777516   0.000000   0.000000   55.6000     2.5493
    5.000     0.000   0.836517   0.021170   0.007778   0.028948  -0.000000  -0.000000  -2.835942   0.000000   0.000000   55.6000     2.5473
    5.200     0.000   0.854095   0.022067   0.008006   0.030072  -0.000000  -0.000000  -2.894345   0.000000   0.000000   55.6000     2.5454
    5.400     0.000   0.871655   0.022980   0.008241   0.031221  -0.000000  -0.000000  -2.952721   0.000000   0.000000   55.6000     2.5435
    5.600     0.000   0.889196   0.023912   0.008474   0.032385  -0.000000  -0.000000  -3.011068   0.000000   0.000000   55.6000     2.5418
    5.800     0.000   0.906717   0.024860   0.008693   0.033553  -0.000000  -0.000000  -3.069388   0.000000   0.000000   55.6000     2.5402
    6.000     0.000   0.924219   0.025826   0.008894   0.034720  -0.000000  -0.000000  -3.127677   0.000000   0.000000   55.6000     2.5386
    6.200     0.000   0.941701   0.026808   0.009089   0.035898  -0.000000  -0.000000  -3.185931   0.000000   0.000000   55.6000     2.5371
    6.400     0.000   0.959163   0.027808   0.009279   0.037087  -0.000000  -0.000000  -3.244147   0.000000   0.000000   55.6000     2.5357
    6.600     0.000   0.976604   0.028824   0.009462   0.038286  -0.000000  -0.000000  -3.302319   0.000000   0.000000   55.6000     2.5344
    6.800     0.000   0.994023   0.029858   0.009650   0.039508  -0.000000  -0.000000  -3.360448   0.000000   0.000000   55.6000     2.5332
    7.000     0.000   1.011421   0.030908   0.009829   0.040736  -0.000000  -0.000000  -3.418527   0.000000   0.000000   55.6000     2.5320
    7.200     0.000   1.028797   0.031974   0.010016   0.041989  -0.000000  -0.000000  -3.476556   0.000000   0.000000   55.6000     2.5308
    7.400     0.000   1.046150   0.033057   0.010200   0.043257  -0.000000  -0.000000  -3.534528   0.000000   0.000000   55.6000     2.5298
    7.600     0.000   1.063481   0.034156   0.010397   0.044553  -0.000000  -0.000000  -3.592441   0.000000   0.000000   55.6000     2.5288
    7.800     0.000   1.080788   0.035271   0.010597   0.045868  -0.000000  -0.000000  -3.650291   0.000000   0.000000   55.6000     2.5278
    8.000     0.000   1.098072   0.036403   0.010796   0.047198  -0.000000  -0.000000  -3.708079   0.000000   0.000000   55.6000     2.5269
    8.200     0.000   1.115332   0.037550   0.010998   0.048548  -0.000000  -0.000000  -3.765800   0.000000   0.000000   55.6000     2.5261
    8.400     0.000   1.132568   0.038713   0.011187   0.049899  -0.000000  -0.000000  -3.823453   0.000000   0.000000   55.6000     2.5253
    8.600     0.000   1.149778   0.039892   0.011382   0.051274  -0.000000  -0.000000  -3.881033   0.000000   0.000000   55.6000     2.5246
    8.800     0.000   1.166964   0.041086   0.011601   0.052687  -0.000000  -0.000000  -3.938538   0.000000   0.000000   55.6000     2.5239
    9.000     0.000   1.184125   0.042296   0.011806   0.054102  -0.000000  -0.000000  -3.995965   0.000000   0.000000   55.6000     2.5232
    9.200     0.000   1.201259   0.043521   0.012013   0.055534  -0.000000  -0.000000  -4.053310   0.000000   0.000000   55.6000     2.5226
    9.400     0.000   1.218368   0.044761   0.012238   0.056998  -0.000000  -0.000000  -4.110570   0.000000   0.000000   55.6000     2.5220
    9.600     0.000   1.235450   0.046016   0.012479   0.058495  -0.000000  -0.000000  -4.167744   0.000000   0.000000   55.6000     2.5215
    9.800     0.000   1.252504   0.047286   0.012732   0.060018  -0.000000  -0.000000  -4.224828   0.000000   0.000000   55.6000     2.5210
   10.000     0.000   1.269532   0.048571   0.012978   0.061549  -0.000000  -0.000000  -4.281818   0.000000   0.000000   55.6000     2.5206
   10.200     0.000   1.286532   0.049870   0.013231   0.063101  -0.000000  -0.000000  -4.338713   0.000000   0.000000   55.6000     2.5201
   10.400     0.000   1.303504   0.051184   0.013506   0.064690  -0.000000  -0.000000  -4.395510   0.000000   0.000000   55.6000     2.5198
   10.600     0.000   1.320447   0.052512   0.013803   0.066315  -0.000000  -0.000000  -4.452208   0.000000   0.000000   55.6000     2.5194
   10.800     0.000   1.337362   0.053854   0.014125   0.067979  -0.000000  -0.000000  -4.508803   0.000000   0.000000   55.6000     2.5191
   11.000     0.000   1.354247   0.055210   0.014443   0.069654  -0.000000  -0.000000  -4.565292   0.000000   0.000000   55.6000     2.5188
   11.200     0.000   1.371103   0.056581   0.014764   0.071344  -0.000000  -0.000000  -4.621672   0.000000   0.000000   55.6000     2.5185
   11.400     0.000   1.387929   0.057964   0.015097   0.073062  -0.000000  -0.000000  -4.677942   0.000000   0.000000   55.6000     2.5183
   11.600     0.000   1.404725   0.059362   0.015460   0.074821  -0.000000  -0.000000  -4.734100   0.000000   0.000000   55.6000     2.5181
   11.800     0.000   1.421491   0.060772   0.015868   0.076640  -0.000000  -0.000000  -4.790145   0.000000   0.000000   55.6000     2.5180
   12.000     0.000   1.438225   0.062196   0.016281   0.078477  -0.000000  -0.000000  -4.846071   0.000000   0.000000   55.6000     2.5178
   12.200     0.000   1.454929   0.063633   0.016684   0.080317  -0.000000  -0.000000  -4.901875   0.000000   0.000000   55.6000     2.5177
   12.400     0.000   1.471600   0.065083   0.017114   0.082197  -0.000000  -0.000000  -4.957557   0.000000   0.000000   55.6000     2.5176
   12.600     0.000   1.488240   0.066546   0.017603   0.084149  -0.000000  -0.000000  -5.013116   0.000000   0.000000   55.6000     2.5176
   12.800     0.000   1.504848   0.068021   0.018115   0.086136  -0.000000  -0.000000  -5.068549   0.000000   0.000000   55.6000     2.5175
   13.000     0.000   1.521422   0.069508   0.018646   0.088155  -0.000000  -0.000000  -5.123853   0.000000   0.000000   55.6000     2.5175
   13.200     0.000   1.537964   0.071008   0.019257   0.090266  -0.000000  -0.000000  -5.179030   0.000000   0.000000   55.6000     2.5175
   13.400     0.000   1.554473   0.072520   0.019901   0.092421  -0.000000  -0.000000  -5.234070   0.000000   0.000000   55.6000     2.5176
   13.600     0.000   1.570948   0.074044   0.020650   0.094694  -0.000000  -0.000000  -5.288979   0.000000   0.000000   55.6000     2.5176
   13.800     0.000   1.587388   0.075579   0.021461   0.097041  -0.000000  -0.000000  -5.343752   0.000000   0.000000   55.6000     2.5177
   14.000     0.000   1.603795   0.077126   0.022439   0.099565  -0.000000  -0.000000  -5.398394   0.000000   0.000000   55.6000     2.5178
   14.200     0.000   1.620167   0.078685   0.023493   0.102178  -0.000000  -0.000000  -5.452900   0.000000   0.000000   55.6000     2.5179
   14.400     0.000   1.636504   0.080255   0.024847   0.105101  -0.000000  -0.000000  -5.507281   0.000000   0.000000   55.6000     2.5181


