xflr5 v6.59

Plane name :        Volde h =2.6
Polar name :        T1-55.6 m/s-VLM1-0.0kg-x0.0m
Freestream speed :  55.600 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    0.600     0.000   0.456936   0.005535   0.005038   0.010573   0.000000  -0.000000  -1.634436   0.000000  -0.000000   55.6000     2.7189
    0.800     0.000   0.475244   0.005985   0.005051   0.011036   0.000000  -0.000000  -1.698195   0.000000  -0.000000   55.6000     2.7114
    1.000     0.000   0.493542   0.006453   0.005071   0.011524   0.000000  -0.000000  -1.762107   0.000000  -0.000000   55.6000     2.7044
    1.200     0.000   0.511831   0.006937   0.005096   0.012033   0.000000  -0.000000  -1.826170   0.000000   0.000000   55.6000     2.6980
    1.400     0.000   0.530110   0.007440   0.005118   0.012558   0.000000  -0.000000  -1.890384   0.000000   0.000000   55.6000     2.6920
    1.600     0.000   0.548378   0.007959   0.005151   0.013110   0.000000  -0.000000  -1.954746   0.000000   0.000000   55.6000     2.6865
    1.800     0.000   0.566636   0.008496   0.005186   0.013682   0.000000  -0.000000  -2.019252   0.000000   0.000000   55.6000     2.6813
    2.000     0.000   0.584882   0.009050   0.005231   0.014281   0.000000  -0.000000  -2.083891   0.000000   0.000000   55.6000     2.6764
    2.200     0.000   0.603116   0.009620   0.005292   0.014913   0.000000  -0.000000  -2.148663   0.000000   0.000000   55.6000     2.6719
    2.400     0.000   0.621339   0.010208   0.005377   0.015586   0.000000  -0.000000  -2.213578   0.000000   0.000000   55.6000     2.6677
    2.600     0.000   0.639549   0.010813   0.005498   0.016312   0.000000  -0.000000  -2.278609   0.000000   0.000000   55.6000     2.6637
    2.800     0.000   0.657746   0.011435   0.005647   0.017082   0.000000  -0.000000  -2.343760   0.000000   0.000000   55.6000     2.6600
    3.000     0.000   0.675929   0.012074   0.005804   0.017878   0.000000  -0.000000  -2.409034   0.000000   0.000000   55.6000     2.6565
    3.200     0.000   0.694099   0.012729   0.005973   0.018703   0.000000  -0.000000  -2.474403   0.000000   0.000000   55.6000     2.6532
    3.400     0.000   0.712255   0.013401   0.006164   0.019566   0.000000  -0.000000  -2.539846   0.000000   0.000000   55.6000     2.6500
    3.600     0.000   0.730397   0.014090   0.006389   0.020480  -0.000000  -0.000000  -2.605325   0.000000   0.000000   55.6000     2.6471
    3.800     0.000   0.748523   0.014796   0.006641   0.021437  -0.000000  -0.000000  -2.670839   0.000000   0.000000   55.6000     2.6443
    4.000     0.000   0.766635   0.015518   0.006897   0.022414  -0.000000  -0.000000  -2.736422   0.000000   0.000000   55.6000     2.6417
    4.200     0.000   0.784730   0.016256   0.007150   0.023406  -0.000000  -0.000000  -2.802110   0.000000   0.000000   55.6000     2.6392
    4.400     0.000   0.802810   0.017011   0.007398   0.024409  -0.000000  -0.000000  -2.867907   0.000000   0.000000   55.6000     2.6368
    4.600     0.000   0.820873   0.017782   0.007640   0.025422  -0.000000  -0.000000  -2.933813   0.000000   0.000000   55.6000     2.6346
    4.800     0.000   0.838919   0.018569   0.007879   0.026449  -0.000000  -0.000000  -2.999816   0.000000   0.000000   55.6000     2.6325
    5.000     0.000   0.856949   0.019373   0.008116   0.027489  -0.000000  -0.000000  -3.065916   0.000000   0.000000   55.6000     2.6305
    5.200     0.000   0.874960   0.020192   0.008343   0.028535  -0.000000  -0.000000  -3.132144   0.000000   0.000000   55.6000     2.6286
    5.400     0.000   0.892953   0.021028   0.008566   0.029593  -0.000000  -0.000000  -3.198490   0.000000   0.000000   55.6000     2.6268
    5.600     0.000   0.910928   0.021879   0.008786   0.030665  -0.000000  -0.000000  -3.264939   0.000000   0.000000   55.6000     2.6251
    5.800     0.000   0.928885   0.022746   0.008993   0.031739  -0.000000  -0.000000  -3.331488   0.000000   0.000000   55.6000     2.6235
    6.000     0.000   0.946822   0.023629   0.009192   0.032821  -0.000000  -0.000000  -3.398130   0.000000   0.000000   55.6000     2.6220
    6.200     0.000   0.964739   0.024527   0.009375   0.033902  -0.000000  -0.000000  -3.464867   0.000000   0.000000   55.6000     2.6205
    6.400     0.000   0.982637   0.025441   0.009560   0.035001  -0.000000  -0.000000  -3.531691   0.000000   0.000000   55.6000     2.6191
    6.600     0.000   1.000514   0.026370   0.009735   0.036105  -0.000000  -0.000000  -3.598590   0.000000   0.000000   55.6000     2.6178
    6.800     0.000   1.018370   0.027315   0.009917   0.037232  -0.000000  -0.000000  -3.665560   0.000000   0.000000   55.6000     2.6166
    7.000     0.000   1.036206   0.028274   0.010107   0.038381  -0.000000  -0.000000  -3.732581   0.000000   0.000000   55.6000     2.6154
    7.200     0.000   1.054020   0.029249   0.010296   0.039546  -0.000000  -0.000000  -3.799669   0.000000   0.000000   55.6000     2.6143
    7.400     0.000   1.071812   0.030239   0.010488   0.040727  -0.000000  -0.000000  -3.866834   0.000000   0.000000   55.6000     2.6132
    7.600     0.000   1.089582   0.031244   0.010674   0.041918  -0.000000  -0.000000  -3.934066   0.000000   0.000000   55.6000     2.6122
    7.800     0.000   1.107329   0.032263   0.010864   0.043128  -0.000000  -0.000000  -4.001371   0.000000   0.000000   55.6000     2.6113
    8.000     0.000   1.125053   0.033297   0.011053   0.044350  -0.000000  -0.000000  -4.068718   0.000000   0.000000   55.6000     2.6104
    8.200     0.000   1.142754   0.034346   0.011245   0.045592  -0.000000  -0.000000  -4.136128   0.000000   0.000000   55.6000     2.6096
    8.400     0.000   1.160431   0.035409   0.011433   0.046842  -0.000000  -0.000000  -4.203581   0.000000   0.000000   55.6000     2.6088
    8.600     0.000   1.178084   0.036487   0.011626   0.048112  -0.000000  -0.000000  -4.271061   0.000000   0.000000   55.6000     2.6080
    8.800     0.000   1.195713   0.037578   0.011832   0.049411  -0.000000  -0.000000  -4.338589   0.000000   0.000000   55.6000     2.6073
    9.000     0.000   1.213317   0.038684   0.012055   0.050739  -0.000000  -0.000000  -4.406136   0.000000   0.000000   55.6000     2.6067
    9.200     0.000   1.230895   0.039804   0.012270   0.052074  -0.000000  -0.000000  -4.473709   0.000000   0.000000   55.6000     2.6060
    9.400     0.000   1.248448   0.040937   0.012497   0.053435  -0.000000  -0.000000  -4.541304   0.000000   0.000000   55.6000     2.6054
    9.600     0.000   1.265975   0.042084   0.012746   0.054830  -0.000000  -0.000000  -4.608911   0.000000   0.000000   55.6000     2.6049
    9.800     0.000   1.283476   0.043245   0.013013   0.056258  -0.000000  -0.000000  -4.676542   0.000000   0.000000   55.6000     2.6044
   10.000     0.000   1.300950   0.044420   0.013284   0.057703  -0.000000  -0.000000  -4.744176   0.000000   0.000000   55.6000     2.6039
   10.200     0.000   1.318397   0.045607   0.013554   0.059161  -0.000000  -0.000000  -4.811819   0.000000   0.000000   55.6000     2.6035
   10.400     0.000   1.335817   0.046808   0.013833   0.060641  -0.000000  -0.000000  -4.879476   0.000000   0.000000   55.6000     2.6031
   10.600     0.000   1.353209   0.048022   0.014133   0.062155  -0.000000  -0.000000  -4.947131   0.000000   0.000000   55.6000     2.6027
   10.800     0.000   1.370573   0.049249   0.014469   0.063717  -0.000000  -0.000000  -5.014775   0.000000   0.000000   55.6000     2.6024
   11.000     0.000   1.387909   0.050488   0.014819   0.065307  -0.000000  -0.000000  -5.082419   0.000000   0.000000   55.6000     2.6021
   11.200     0.000   1.405215   0.051740   0.015152   0.066892  -0.000000  -0.000000  -5.150073   0.000000   0.000000   55.6000     2.6018
   11.400     0.000   1.422493   0.053005   0.015495   0.068500  -0.000000  -0.000000  -5.217716   0.000000   0.000000   55.6000     2.6015
   11.600     0.000   1.439741   0.054282   0.015860   0.070142  -0.000000  -0.000000  -5.285338   0.000000   0.000000   55.6000     2.6013
   11.800     0.000   1.456960   0.055571   0.016263   0.071835  -0.000000  -0.000000  -5.352932   0.000000   0.000000   55.6000     2.6011
   12.000     0.000   1.474148   0.056873   0.016711   0.073584  -0.000000  -0.000000  -5.420491   0.000000   0.000000   55.6000     2.6009
   12.200     0.000   1.491305   0.058186   0.017149   0.075335  -0.000000  -0.000000  -5.488042   0.000000   0.000000   55.6000     2.6008
   12.400     0.000   1.508432   0.059511   0.017590   0.077101  -0.000000  -0.000000  -5.555576   0.000000   0.000000   55.6000     2.6007
   12.600     0.000   1.525528   0.060848   0.018068   0.078916  -0.000000  -0.000000  -5.623080   0.000000   0.000000   55.6000     2.6006
   12.800     0.000   1.542592   0.062196   0.018608   0.080804  -0.000000  -0.000000  -5.690544   0.000000   0.000000   55.6000     2.6005
   13.000     0.000   1.559624   0.063556   0.019165   0.082721  -0.000000  -0.000000  -5.757954   0.000000   0.000000   55.6000     2.6005
   13.200     0.000   1.576624   0.064926   0.019759   0.084685  -0.000000  -0.000000  -5.825306   0.000000   0.000000   55.6000     2.6005
   13.400     0.000   1.593592   0.066308   0.020430   0.086738  -0.000000  -0.000000  -5.892635   0.000000   0.000000   55.6000     2.6005
   13.600     0.000   1.610527   0.067701   0.021136   0.088837  -0.000000  -0.000000  -5.959931   0.000000   0.000000   55.6000     2.6005
   13.800     0.000   1.627428   0.069104   0.021954   0.091058  -0.000000  -0.000000  -6.027184   0.000000   0.000000   55.6000     2.6005
   14.000     0.000   1.644296   0.070518   0.022836   0.093354  -0.000000  -0.000000  -6.094383   0.000000   0.000000   55.6000     2.6006
   14.200     0.000   1.661131   0.071942   0.023892   0.095834  -0.000000  -0.000000  -6.161519   0.000000   0.000000   55.6000     2.6007
   14.400     0.000   1.677931   0.073376   0.025045   0.098421  -0.000000  -0.000000  -6.228578   0.000000   0.000000   55.6000     2.6008
   14.600     0.000   1.694696   0.074821   0.026501   0.101322  -0.000000  -0.000000  -6.295606   0.000000   0.000000   55.6000     2.6009


