xflr5 v6.59

Plane name :        Volde h = 2.2
Polar name :        T1-55.6 m/s-VLM1-0.0kg-x0.0m
Freestream speed :  55.600 m/s


   alpha      Beta       CL          CDi        CDv        CD         CY         Cl         Cm         Cn        Cni       QInf        XCP
    4.400     0.000   0.799058   0.017341   0.007336   0.024677  -0.000000   0.000000  -2.821729  -0.000000  -0.000000   55.6000     2.6188
    4.600     0.000   0.817037   0.018127   0.007577   0.025704  -0.000000   0.000000  -2.885878  -0.000000  -0.000000   55.6000     2.6166
    4.800     0.000   0.834999   0.018930   0.007813   0.026743  -0.000000   0.000000  -2.950099  -0.000000  -0.000000   55.6000     2.6145
    5.000     0.000   0.852943   0.019749   0.008049   0.027798  -0.000000   0.000000  -3.014382  -0.000000  -0.000000   55.6000     2.6125
    5.200     0.000   0.870870   0.020585   0.008281   0.028866  -0.000000   0.000000  -3.078740  -0.000000  -0.000000   55.6000     2.6106
    5.400     0.000   0.888779   0.021437   0.008509   0.029946  -0.000000   0.000000  -3.143183  -0.000000  -0.000000   55.6000     2.6088
    5.600     0.000   0.906669   0.022305   0.008730   0.031035  -0.000000   0.000000  -3.207705  -0.000000  -0.000000   55.6000     2.6070
    5.800     0.000   0.924541   0.023189   0.008939   0.032128  -0.000000   0.000000  -3.272289  -0.000000  -0.000000   55.6000     2.6054
    6.000     0.000   0.942393   0.024089   0.009138   0.033228  -0.000000   0.000000  -3.336934  -0.000000  -0.000000   55.6000     2.6039
    6.200     0.000   0.960225   0.025005   0.009324   0.034329  -0.000000   0.000000  -3.401640  -0.000000  -0.000000   55.6000     2.6024
    6.400     0.000   0.978038   0.025937   0.009510   0.035447  -0.000000   0.000000  -3.466401  -0.000000  -0.000000   55.6000     2.6010
    6.600     0.000   0.995830   0.026885   0.009683   0.036568  -0.000000   0.000000  -3.531214  -0.000000  -0.000000   55.6000     2.5997
    6.800     0.000   1.013601   0.027848   0.009866   0.037714  -0.000000   0.000000  -3.596066  -0.000000  -0.000000   55.6000     2.5985
    7.000     0.000   1.031351   0.028826   0.010050   0.038876  -0.000000   0.000000  -3.660948  -0.000000  -0.000000   55.6000     2.5973
    7.200     0.000   1.049079   0.029820   0.010241   0.040061  -0.000000   0.000000  -3.725858  -0.000000  -0.000000   55.6000     2.5962
    7.400     0.000   1.066786   0.030830   0.010434   0.041263  -0.000000   0.000000  -3.790806  -0.000000  -0.000000   55.6000     2.5951
    7.600     0.000   1.084470   0.031854   0.010626   0.042480  -0.000000   0.000000  -3.855785  -0.000000  -0.000000   55.6000     2.5941
    7.800     0.000   1.102131   0.032894   0.010819   0.043713  -0.000000   0.000000  -3.920804  -0.000000  -0.000000   55.6000     2.5932
    8.000     0.000   1.119769   0.033948   0.011006   0.044954  -0.000000   0.000000  -3.985850  -0.000000  -0.000000   55.6000     2.5923
    8.200     0.000   1.137384   0.035018   0.011205   0.046223  -0.000000   0.000000  -4.050909  -0.000000  -0.000000   55.6000     2.5915
    8.400     0.000   1.154975   0.036102   0.011389   0.047491  -0.000000   0.000000  -4.115995  -0.000000  -0.000000   55.6000     2.5907
    8.600     0.000   1.172541   0.037201   0.011579   0.048780  -0.000000   0.000000  -4.181087  -0.000000  -0.000000   55.6000     2.5899
    8.800     0.000   1.190083   0.038314   0.011791   0.050105  -0.000000   0.000000  -4.246182  -0.000000  -0.000000   55.6000     2.5892
    9.000     0.000   1.207600   0.039441   0.012006   0.051447  -0.000000   0.000000  -4.311285  -0.000000  -0.000000   55.6000     2.5886
    9.200     0.000   1.225092   0.040583   0.012220   0.052803  -0.000000   0.000000  -4.376379  -0.000000  -0.000000   55.6000     2.5879
    9.400     0.000   1.242558   0.041739   0.012444   0.054183  -0.000000   0.000000  -4.441471  -0.000000  -0.000000   55.6000     2.5874
    9.600     0.000   1.259998   0.042909   0.012692   0.055600  -0.000000   0.000000  -4.506549  -0.000000  -0.000000   55.6000     2.5868
    9.800     0.000   1.277411   0.044092   0.012960   0.057053  -0.000000   0.000000  -4.571615  -0.000000  -0.000000   55.6000     2.5863
   10.000     0.000   1.294798   0.045290   0.013221   0.058511  -0.000000   0.000000  -4.636670  -0.000000  -0.000000   55.6000     2.5859
   10.200     0.000   1.312158   0.046501   0.013490   0.059991  -0.000000   0.000000  -4.701698  -0.000000  -0.000000   55.6000     2.5854
   10.400     0.000   1.329490   0.047725   0.013771   0.061497  -0.000000   0.000000  -4.766707  -0.000000  -0.000000   55.6000     2.5850
   10.600     0.000   1.346794   0.048963   0.014070   0.063033  -0.000000   0.000000  -4.831698  -0.000000  -0.000000   55.6000     2.5847
   10.800     0.000   1.364070   0.050214   0.014402   0.064616  -0.000000   0.000000  -4.896658  -0.000000  -0.000000   55.6000     2.5843
   11.000     0.000   1.381317   0.051478   0.014746   0.066225  -0.000000   0.000000  -4.961580  -0.000000  -0.000000   55.6000     2.5840
   11.200     0.000   1.398536   0.052755   0.015083   0.067838  -0.000000   0.000000  -5.026473  -0.000000  -0.000000   55.6000     2.5837
   11.400     0.000   1.415725   0.054045   0.015425   0.069470  -0.000000   0.000000  -5.091340  -0.000000  -0.000000   55.6000     2.5835
   11.600     0.000   1.432884   0.055347   0.015785   0.071132  -0.000000   0.000000  -5.156169  -0.000000  -0.000000   55.6000     2.5833
   11.800     0.000   1.450014   0.056662   0.016184   0.072846  -0.000000   0.000000  -5.220951  -0.000000  -0.000000   55.6000     2.5831
   12.000     0.000   1.467113   0.057989   0.016621   0.074610  -0.000000   0.000000  -5.285679  -0.000000  -0.000000   55.6000     2.5829
   12.200     0.000   1.484182   0.059328   0.017058   0.076387  -0.000000   0.000000  -5.350349  -0.000000  -0.000000   55.6000     2.5828
   12.400     0.000   1.501219   0.060679   0.017503   0.078182  -0.000000   0.000000  -5.414977  -0.000000  -0.000000   55.6000     2.5827
   12.600     0.000   1.518225   0.062043   0.017984   0.080027  -0.000000   0.000000  -5.479559  -0.000000  -0.000000   55.6000     2.5826
   12.800     0.000   1.535200   0.063417   0.018520   0.081937  -0.000000   0.000000  -5.544084  -0.000000  -0.000000   55.6000     2.5825
   13.000     0.000   1.552142   0.064804   0.019059   0.083863  -0.000000   0.000000  -5.608543  -0.000000  -0.000000   55.6000     2.5825
   13.200     0.000   1.569053   0.066202   0.019648   0.085850  -0.000000   0.000000  -5.672931  -0.000000  -0.000000   55.6000     2.5825
   13.400     0.000   1.585930   0.067611   0.020329   0.087939  -0.000000   0.000000  -5.737241  -0.000000  -0.000000   55.6000     2.5825
   13.600     0.000   1.602774   0.069031   0.021051   0.090082  -0.000000   0.000000  -5.801493  -0.000000  -0.000000   55.6000     2.5825
   13.800     0.000   1.619585   0.070462   0.021878   0.092340  -0.000000   0.000000  -5.865687  -0.000000  -0.000000   55.6000     2.5826
   14.000     0.000   1.636363   0.071904   0.022790   0.094693  -0.000000   0.000000  -5.929811  -0.000000  -0.000000   55.6000     2.5826
   14.200     0.000   1.653106   0.073356   0.023834   0.097189  -0.000000   0.000000  -5.993863  -0.000000  -0.000000   55.6000     2.5827
   14.400     0.000   1.669815   0.074819   0.025010   0.099828  -0.000000   0.000000  -6.057830   0.000000  -0.000000   55.6000     2.5828


